,country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
4456,China,2022,CHN,1425887360.0,,-1.205,-0.34,19.549,27.874,123.874,176.63,1.996,0.063,533.983,1.004,244.012,17224.002,24559.486,3785.572,5397.8,10.523,2439.045,17965.668,25617.02,61.001,55.469,8831.03,8848.73,22.542,0.918,402.844,31051.48,,-0.497,-180.648,4040.116,5760.75,25344.26,36138.059,65.103,81.62,-1.2,-45.632,3757.047,203.789,290.58,2634.884,6.036,126.285,1555.813,2218.414,3.284,8.486,4725.07,0.24,-4.256,3397.424,913.908,1303.13,2382.674,14.727,7.673,8.022,583.496,8137.857,2165.655,3087.98,5707.223,34.897,18.38,-17.7,-0.2,2.528,22.037,1045.25,293.011,417.8,733.053,4.722,2.361,-4.622,-379.029,7821.524,50.754,72.37,5485.373,2.936,67.907,1669.763,2380.894,0.818,17.665,563.745,176.629,,6.451,34.161,123.873,,395.364,1.996,,1.273,6205.771,44275.914,8.926,561.459,7092.607,1872.644,2670.18,4974.17,30.176,16.019,30.8,259.46,1115.113,299.968,427.72,782.049,4.834,2.519,16.3,272.433,1988.45,534.895,762.7,1394.535,8.619,4.491
4579,Colombia,2022,COL,51874028.0,,2.376,0.22,182.958,9.491,35.278,1.83,2.165,1.558,163.985,-9.429,-2.966,549.263,28.493,82.7,4.29,-2.524,-11.894,8855.739,459.383,5.076,4.676,84.98,84.52,17.067,6.102,35.045,11746.604,,6.345,25.138,387.863,20.12,8122.309,421.337,23.805,69.146,-0.329,-0.416,125.85,245.402,12.73,2426.076,-1.068,-1.342,2396.629,124.323,15.062,20.653,13.86,6.349,9.436,167.736,1195.396,62.01,3233.525,73.367,27.527,5.71,9.907,188.007,1241.469,64.4,3624.295,76.195,30.854,0.46,0.541,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.96,28.52,266.994,59.76,3.1,5146.969,2.397,10.81,8903.541,461.863,3.668,43.817,9.275,1.83,0.0,-2.642,-0.252,35.278,0.0,178.789,2.165,0.0,1.522,1629.332,609.344,5.71,9.907,188.007,1241.469,64.4,3624.295,76.195,30.854,55.596,0.465,1.31,9.446,0.49,25.26,0.58,0.215,23.83,0.037,0.195,1.349,0.07,3.763,0.083,0.032
4744,Congo,2022,COG,5970430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,-1.711,-2.786,26808.555,160.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4829,Costa Rica,2022,CRI,5180836.0,,,,,,3.86,0.02,0.158,,37.213,,,,,0.0,0.0,,,,,0.0,,11.95,12.63,,,,,,,,48.255,0.25,,,1.979,,,,,0.0,0.0,,,,,,0.0,,0.47,,,,1795.077,9.3,,73.634,,,,,2389.576,12.38,,98.021,,-0.68,-5.69,,,,0.0,0.0,,0.0,,,,,48.255,0.25,,,,,,1.979,,,1.66,1.64,,,320.412,316.551,,13.143,12.985,,2437.83,,,,,2389.576,12.38,,98.021,,,,,11.581,0.06,,0.475,,,,,262.506,1.36,,10.768,
4984,Croatia,2022,HRV,4030361.0,,3.886,0.041,274.089,1.105,285.334,1.15,8.139,1.168,246.285,-0.975,-0.047,1186.811,4.783,382.1,1.54,,,,,10.899,5.057,18.82,14.13,17.849,-3.791,-3.727,23468.168,,0.062,0.043,1287.726,5.19,17149.828,69.12,36.73,73.077,-13.742,-3.882,24.37,903.145,3.64,6046.492,,,,,25.761,25.765,3.48,-23.949,-4.518,14.132,1327.425,5.35,3506.509,37.863,14.942,-12.037,-3.77,25.465,2218.163,8.94,6318.343,63.27,26.923,4.69,24.92,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.035,3.972,39.967,2.481,0.01,9916.524,,,,,0.071,42.255,3.813,1.16,0.01,1.742,0.077,287.815,2.481,946.139,8.209,0.071,4.032,3505.889,94.585,-12.037,-3.77,25.465,2218.163,8.94,6318.343,63.27,26.923,8.428,0.031,0.421,37.218,0.15,104.437,1.062,0.445,11.505,0.599,5.994,565.706,2.28,1487.169,16.136,6.337
5107,Cuba,2022,CUB,11212198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5118,Curacao,2022,CUW,191173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5176,Cyprus,2022,CYP,1251492.0,,3.383,0.008,205.064,0.257,47.943,0.06,1.141,,589.354,-20.656,-0.099,304.29,0.381,0.0,0.0,,,,,0.0,,5.26,5.26,17.39,6.352,1.896,25359.791,,0.0,,3491.832,4.37,,,83.08,,,,,0.0,0.0,,,,,,0.0,,3.1,,,,0.0,0.0,,0.0,,,,,711.151,0.89,,16.92,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,6.167,1.668,28.72,3491.832,4.37,22948.918,,,,,83.08,,0.124,0.06,0.0,-35.012,-0.067,47.943,0.0,99.361,1.141,0.0,,4202.983,31.738,,,,711.151,0.89,,16.92,,36.828,0.445,1.671,487.418,0.61,1334.964,11.597,,-9.012,-0.06,0.585,175.79,0.22,467.196,4.183,
5234,Czechia,2022,CZE,10493990.0,,-4.932,-0.207,380.159,3.989,505.051,5.3,6.237,0.859,414.803,8.478,12.785,15589.091,163.592,3520.11,36.94,9.304,11.393,12753.845,133.839,43.469,35.236,71.45,84.98,21.368,-0.482,-2.247,44242.148,,-0.64,-2.27,4141.418,43.46,33561.602,352.195,51.141,75.859,-18.667,-16.93,73.764,621.308,6.52,7029.213,0.0,,,,7.672,15.888,35.25,-13.102,-0.846,5.457,192.491,2.02,519.975,2.377,1.175,0.016,0.023,112.082,3956.551,41.52,10680.549,48.859,24.141,-13.53,-18.936,0.946,0.446,77.61,2956.931,31.03,7395.684,36.514,16.716,1.66,1.875,114.839,0.0,0.0,10943.296,0.0,,,,0.0,24.735,17.369,5.31,0.01,1.058,0.182,506.004,0.953,1655.097,6.249,0.012,3.741,8097.969,464.277,-1.923,-0.422,34.471,999.62,10.49,3284.864,12.344,7.425,6.606,0.35,5.985,239.185,2.51,570.303,2.954,1.289,6.614,0.098,1.672,61.94,0.65,159.33,0.765,0.36
5450,Democratic Republic of Congo,2022,COD,99010216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5573,Denmark,2022,DNK,5882259.0,,-2.335,-0.071,502.087,2.953,1353.222,7.96,23.126,1.559,180.418,-3.262,-0.404,2039.191,11.995,615.41,3.62,,,,,10.517,6.333,35.78,34.42,24.632,0.633,1.191,32197.939,,-3.581,-4.007,936.715,5.51,18338.973,107.875,16.008,56.957,-28.314,-6.709,16.986,175.103,1.03,2887.631,0.23,0.034,2486.99,14.629,2.992,8.968,6.21,-10.075,-0.004,0.038,3.4,0.02,6.494,0.058,0.02,7.853,5.197,81.522,4914.778,28.91,13858.966,83.992,43.043,1.36,3.801,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.099,3.107,78.894,146.202,0.86,13412.151,-1.603,-0.604,6296.887,37.04,2.499,41.655,23.934,7.96,0.0,-13.979,-3.89,1353.222,0.0,4068.906,23.126,0.0,12.637,5851.493,189.397,7.853,5.197,81.522,4914.778,28.91,13858.966,83.992,43.043,48.147,1.631,5.056,340.005,2.0,859.467,5.811,2.669,18.359,7.531,49.54,3218.151,18.93,8422.012,54.997,26.157
5904,Eastern Africa (EI),2022,,,,2.149,0.003,,0.147,,,,0.021,,8.601,4.608,,58.185,,,,,,,,8.214,,123.074,21.997,3.27,22.43,,,3.075,13.936,,,,467.163,,65.951,7.022,1.875,28.583,,,,,,,,,4.035,,2.942,5.204,207.986,,79.776,,64.819,29.362,4.018,8.494,241.186,,92.201,,74.915,34.049,,,,0.0,0.0,,0.0,,0.0,0.0,1.998,7.452,380.395,,,,,,,,,53.702,20.561,7.634,,8.623,1.557,,,,6.203,,2.903,,708.349,4.018,8.494,241.186,,92.201,,74.915,34.049,33.886,1.333,5.325,,2.042,,1.66,0.752,6.24,0.396,7.167,,2.749,,2.234,1.012
6027,Ecuador,2022,ECU,18001002.0,,8.909,0.015,9.977,0.18,22.221,0.4,1.208,0.082,183.63,45.459,0.25,44.431,0.8,0.0,0.0,,,,,0.0,0.366,32.12,33.11,18.589,3.065,6.505,12150.252,,6.454,9.265,443.309,7.98,8488.841,152.808,24.101,69.866,-5.55,-0.323,5.497,50.553,0.91,305.392,0.0,,,,2.748,2.513,6.08,-3.673,-2.693,64.227,1368.257,24.63,3567.978,74.388,29.365,-3.618,-2.76,65.909,1396.033,25.13,3661.41,75.899,30.134,-0.99,-3.082,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.807,9.338,146.51,392.756,7.07,8139.018,1.709,5.039,16654.602,299.799,21.353,66.986,1.244,0.4,0.0,-6.088,-0.081,22.221,0.0,69.102,1.208,0.0,0.569,1839.342,218.717,-3.618,-2.76,65.909,1396.033,25.13,3661.41,75.899,30.134,4.421,0.004,0.1,2.222,0.04,5.576,0.121,0.046,-2.274,-0.004,0.158,3.333,0.06,8.777,0.181,0.072
6150,Egypt,2022,EGY,110990096.0,,,,,,0.0,0.0,0.0,,469.63,1.077,0.152,128.533,14.266,0.0,0.0,,,,,0.0,1.29,207.28,208.1,19.515,4.964,52.277,9960.062,,5.518,54.54,1664.563,184.75,9397.142,1042.99,88.779,94.348,-2.283,-14.195,607.476,1382.646,153.46,5473.244,-4.884,-33.112,5810.265,644.882,73.743,54.952,97.73,-3.421,-1.41,35.968,126.768,14.07,324.061,6.761,3.254,-3.143,-2.263,62.479,210.379,23.35,562.921,11.221,5.652,-0.82,-0.396,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.447,68.584,421.248,281.917,31.29,3795.365,1.079,3.716,3135.231,347.98,15.036,38.106,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1874.942,1105.468,-3.143,-2.263,62.479,210.379,23.35,562.921,11.221,5.652,-1.021,-0.184,13.102,45.5,5.05,118.045,2.427,1.185,-4.406,-0.669,13.409,38.112,4.23,120.816,2.033,1.213
6193,El Salvador,2022,SLV,6336393.0,,,,,,71.018,0.45,5.906,,194.226,,,,,0.0,0.0,,,,,0.0,,8.28,7.62,,,,,,,,321.95,2.04,,,26.772,,,,,164.131,1.04,,,,,,13.648,,1.48,,,,380.343,2.41,,31.627,,,,,880.627,5.58,,73.228,,0.66,7.971,,,,0.0,0.0,,0.0,,,,,157.818,1.0,,,,,,13.123,,,2.05,1.6,,,323.528,252.51,,26.903,20.997,,1202.577,,,,,880.627,5.58,,73.228,,,,,173.6,1.1,,14.436,,,,,3.156,0.02,,0.262,
6236,Equatorial Guinea,2022,GNQ,1674916.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,-9.823,-6.949,38088.094,63.794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6302,Estonia,2022,EST,1326064.0,,0.0,0.0,363.841,0.482,1877.738,2.49,29.537,0.782,460.261,7.144,2.269,25660.084,34.027,0.0,0.0,,,,,0.0,55.177,9.44,8.43,14.926,0.069,0.043,46504.863,,-0.426,-0.224,3536.782,4.69,39405.848,52.255,55.635,84.735,-25.536,-1.242,3.621,37.706,0.05,2730.869,,,,,0.593,5.872,3.88,1.914,0.001,0.061,15.082,0.02,46.085,0.237,0.099,3.455,0.266,9.414,2820.377,3.74,7099.013,44.365,15.265,1.01,10.699,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.887,-1.251,14.606,3499.077,4.64,11014.897,,,,,55.042,23.685,5.602,2.49,0.0,-2.741,-0.158,1877.738,0.0,4224.885,29.537,0.0,9.085,6357.159,61.668,3.455,0.266,9.414,2820.377,3.74,7099.013,44.365,15.265,67.299,0.618,1.544,452.467,0.6,1164.383,7.117,2.504,-9.806,-0.194,1.724,475.09,0.63,1299.819,7.473,2.795
6748,Europe,2022,,744806995.0,,9.038,19.881,322.048,239.864,,,,0.84,,-4.604,-154.966,4310.634,3210.59,979.391,729.457,0.119,4.743,5336.925,3974.979,15.257,11.248,,4781.189,19.695,-5.379,-1622.715,38323.848,,-5.312,-1200.006,2706.297,2015.669,28721.068,21391.652,42.158,74.943,-13.391,-1351.46,8740.663,1651.556,1230.09,11735.474,-8.141,-743.315,11261.234,8387.446,25.728,30.622,,-14.23,-309.559,1819.005,936.756,697.703,2442.25,14.593,6.373,-4.781,-422.71,7152.219,3550.604,2644.515,9602.781,55.311,25.057,,,-12.665,-362.026,2426.417,1302.176,969.87,3257.779,20.285,8.501,3.355,306.421,9440.399,75.351,56.122,12674.961,-0.456,-37.08,10869.024,8095.325,1.174,33.073,693.408,219.971,,-2.756,-20.055,295.34,,930.99,4.601,,2.429,6419.366,28543.871,-0.218,-60.684,4725.802,2248.428,1674.645,6345.002,35.026,16.556,24.53,117.978,607.998,313.109,233.205,816.316,4.878,2.13,11.023,131.071,1365.527,703.223,523.766,1833.398,10.955,4.784
6806,Europe (EI),2022,,,,8.848,19.326,,237.75,,,,1.072,,-3.082,-88.941,,2797.356,,649.972,-0.116,-1.862,,1608.466,16.662,12.618,,3900.856,21.259,-3.821,-880.639,,,-3.364,-548.731,,1470.499,,15762.755,37.697,71.102,-12.975,-743.667,4987.803,,767.953,,4.464,94.171,,2203.764,19.687,22.499,,-13.387,-234.688,1477.956,,566.889,,14.532,6.667,-4.147,-331.906,6406.392,,2348.491,,60.205,28.898,,,-15.964,-360.48,1855.033,,741.481,,19.008,8.368,3.69,283.876,7977.596,,52.574,,-8.052,-150.277,,1716.073,1.348,35.985,747.451,239.165,,-1.86,-14.783,,,,6.131,,3.372,,22169.146,1.595,28.575,4551.358,,1607.011,,41.196,20.53,24.006,122.48,642.49,,246.435,,6.317,2.898,10.808,136.24,1445.711,,554.521,,14.215,6.521
6871,Europe (Ember),2022,,,,,,,,,209.43,4.167,,297.054,,,,,,815.46,,,,,16.227,,5025.32,5025.32,,,,,,,,,2240.44,,,44.583,,,,,,1288.89,,,,,,25.648,,1492.79,,,,,765.59,,15.235,,,,,,2784.88,,55.417,,,,,,,,976.35,,19.429,,,,,,136.09,,,,,,2.708,,,234.65,25.22,,,,,,4.669,0.502,,,,,,,,1808.53,,35.988,,,,,,248.04,,4.936,,,,,,560.25,,11.149,
7111,European Union (27),2022,,447315902.0,,7.552,14.65,466.433,208.643,,,,1.291,,1.981,37.652,4333.633,1938.503,1031.054,461.207,2.661,29.305,2527.319,1130.51,16.401,11.995,,2811.997,20.96,-3.484,-583.336,36129.07,,-2.445,-288.696,2372.589,1061.297,25754.752,11520.51,37.742,71.285,-13.513,-536.498,3433.639,1243.336,556.164,7676.095,-7.209,-31.962,919.669,411.382,19.778,21.246,,-20.276,-186.885,721.812,618.937,276.86,1613.651,9.846,4.466,-5.136,-294.638,4640.599,3771.737,1687.158,10374.32,59.999,28.715,,,-16.827,-314.731,1522.534,1360.507,608.577,3403.712,21.642,9.421,3.539,210.148,6148.367,98.198,43.926,13745.021,-7.066,-14.809,435.425,194.772,1.562,38.044,551.047,173.996,,-1.156,-6.49,388.979,,1231.898,6.188,,3.41,6286.379,16161.107,1.616,20.093,3118.064,2411.229,1078.581,6970.609,38.356,19.294,27.058,113.507,540.303,463.297,207.24,1207.878,7.37,3.343,8.836,85.312,1096.26,940.017,420.484,2450.75,14.953,6.783
7295,Finland,2022,FIN,5540745.0,,87.786,6.376,2461.647,13.639,2514.102,13.93,19.171,4.175,131.709,-0.129,-0.044,6123.523,33.929,537.834,2.98,,,,,4.101,10.385,85.18,72.66,33.606,2.166,6.927,58966.16,,-5.895,-8.632,1422.191,7.88,24868.705,137.791,10.845,42.175,-47.894,-9.95,10.826,238.235,1.32,1953.809,,,,,1.817,3.313,9.57,-13.487,-5.703,35.617,2479.811,13.74,6428.19,18.91,10.901,14.617,15.558,188.925,11691.568,64.78,34097.453,89.155,57.825,12.52,14.698,6.962,3.894,63.148,4528.272,25.09,11396.982,34.531,19.328,1.486,1.362,93.037,646.122,3.58,16791.373,,,,,4.927,28.476,44.666,13.93,0.0,3.041,1.318,2514.102,0.0,8061.314,19.171,0.0,13.671,13113.76,326.716,18.622,11.664,125.778,7163.296,39.69,22700.471,54.624,38.497,5.807,0.042,0.821,54.144,0.3,148.123,0.413,0.251,45.525,9.631,31.035,2115.239,11.72,5601.196,16.13,9.499
7418,France,2022,FRA,64626624.0,,18.942,6.599,641.209,41.439,155.199,10.03,2.131,1.779,84.879,-6.084,-3.852,920.022,59.458,68.238,4.41,,,,,0.937,2.552,485.78,470.67,27.577,-10.774,-281.325,36051.793,,-4.02,-52.432,886.322,57.28,19371.66,1251.925,12.17,53.733,-10.849,-46.696,383.718,668.3,43.19,5937.455,,,,,9.176,16.469,39.95,-24.005,-37.279,116.242,716.268,46.29,1798.676,9.835,4.989,-16.007,-228.893,1077.981,6396.59,413.39,16680.135,87.83,46.267,15.11,3.11,-22.309,-215.201,737.357,4609.246,297.88,11409.492,63.289,31.648,-0.232,-1.883,808.749,149.783,9.68,12514.184,,,,,2.057,34.712,31.367,10.61,0.58,5.237,1.561,164.174,8.975,485.354,2.254,0.123,1.346,7282.912,2329.906,-0.573,-13.691,340.624,1787.344,115.51,5270.644,24.542,14.62,31.953,12.564,52.484,310.244,20.05,812.113,4.26,2.253,3.352,2.863,99.091,596.658,38.56,1533.291,8.193,4.253
7525,G20 (Ember),2022,,,,,,,,,631.83,2.608,,442.566,,,,,,9497.88,,,,,39.211,,24222.391,24222.391,,,,,,,,,14574.57,,,60.17,,,,,,4558.67,,,,,,18.82,,10720.0,,,,,3286.99,,13.57,,,,,,9647.82,,39.83,,,,,,,,2464.66,,10.175,,,,,,518.02,,,,,,2.139,,,690.76,58.93,,,,,,2.852,0.243,,,,,,,,7183.16,,29.655,,,,,,1191.62,,4.919,,,,,,2013.79,,8.314,
7548,G7 (Ember),2022,,,,,,,,,207.57,2.731,,344.306,,,,,,1427.42,,,,,18.78,,7600.92,7600.92,,,,,,,,,4086.53,,,53.764,,,,,,2512.19,,,,,,33.051,,2617.04,,,,,815.59,,10.73,,,,,,3514.39,,46.236,,,,,,,,1287.05,,16.933,,,,,,146.92,,,,,,1.933,,,232.39,24.82,,,,,,3.057,0.327,,,,,,,,2227.34,,29.304,,,,,,434.75,,5.72,,,,,,744.61,,9.796,
7671,Gabon,2022,GAB,2388997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,5.427,5.709,46427.254,110.915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7744,Georgia,2022,GEO,3744385.0,,,,,,0.0,0.0,0.0,,134.831,,,,,0.0,0.0,,,,,0.0,,14.83,14.24,,,,,,,,905.356,3.39,,,23.806,,,,,905.356,3.39,,,,,,23.806,,1.92,,,,2876.307,10.77,,75.632,,,,,2897.672,10.85,,76.194,,0.59,3.978,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,3803.028,,,,,2897.672,10.85,,76.194,,,,,0.0,0.0,,0.0,,,,,21.365,0.08,,0.562,
7867,Germany,2022,DEU,83369840.0,,-0.588,-0.205,416.013,34.683,497.902,41.51,7.405,1.015,385.389,4.066,25.288,7763.265,647.222,2146.34,178.94,4.909,15.725,4030.934,336.058,31.922,18.945,533.3,560.55,19.213,-3.752,-133.169,40977.492,,-3.575,-96.504,3370.043,280.96,31225.268,2603.246,50.122,76.201,-15.743,-144.415,772.9,957.181,79.8,9270.737,-6.162,-2.795,510.649,42.573,14.236,22.624,216.03,-10.973,-5.811,45.625,204.63,17.06,547.259,3.043,1.336,-4.34,-36.665,813.041,3353.611,279.59,9752.221,49.878,23.799,-27.25,-5.11,-49.805,-86.77,86.812,430.132,35.86,1041.292,6.397,2.541,1.949,22.623,1183.124,266.523,22.22,14191.266,0.0,,,,3.964,34.632,160.801,41.75,0.24,0.065,0.102,500.781,2.879,1928.766,7.448,0.043,4.707,6723.654,3416.287,7.347,50.105,726.229,2923.479,243.73,8710.929,43.481,21.258,23.2,29.373,158.48,719.805,60.01,1900.926,10.706,4.639,9.281,26.646,326.64,1498.264,124.91,3917.965,22.283,9.561
8154,Greece,2022,GRC,10384972.0,,-10.074,-0.261,224.004,2.326,48.146,0.5,0.955,0.737,344.413,0.51,0.102,1927.131,20.013,527.686,5.48,13.294,2.225,1825.93,18.962,10.468,6.337,55.8,52.35,18.837,4.396,13.298,30410.344,,4.665,11.277,2864.716,29.75,24361.199,252.99,56.829,80.108,-11.226,-7.836,61.967,1883.491,19.56,5966.988,0.0,,,,37.364,19.622,18.03,-22.921,-3.584,11.863,455.466,4.73,1142.348,9.035,3.756,2.8,2.022,62.82,2176.221,22.6,6049.146,43.171,19.892,3.45,6.183,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.507,19.011,171.01,453.54,4.71,16467.082,0.0,,,,8.997,54.15,1.617,0.5,0.0,1.476,0.024,48.146,0.0,155.715,0.955,0.0,0.512,5040.938,315.811,2.8,2.022,62.82,2176.221,22.6,6049.146,43.171,19.892,36.226,4.909,18.649,625.904,6.5,1795.8,12.416,5.905,3.782,0.934,28.364,1046.705,10.87,2731.278,20.764,8.981
8815,High-income countries,2022,,1224121770.0,,5.548,37.138,577.188,706.549,,,,1.022,,-3.969,-331.187,6546.317,8013.489,1690.251,2069.073,0.078,6.145,6457.036,7904.198,17.558,11.593,,11784.17,19.375,0.731,501.688,56468.691,,0.596,325.625,4754.314,5819.859,44889.199,54949.848,49.387,79.494,-0.386,-76.883,19862.852,2861.398,3502.7,16226.206,3.823,729.053,16175.348,19800.596,29.724,28.735,,-4.636,-171.834,3276.302,1026.587,1256.668,2676.451,10.664,4.74,1.772,176.063,14174.709,4219.979,5165.769,11579.492,43.837,20.506,,,-5.972,-309.183,4586.886,1497.757,1833.437,3747.083,15.558,6.636,2.786,733.695,27073.508,202.665,248.086,22116.678,6.582,1594.67,21093.654,25821.201,2.105,39.166,1182.285,379.285,,1.169,12.664,309.842,,965.823,3.219,,1.71,9626.632,69124.555,5.725,485.246,9587.823,2722.222,3332.331,7832.41,28.278,13.87,22.199,301.099,1685.25,528.051,646.399,1376.701,5.485,2.438,13.005,306.178,2737.438,857.741,1049.979,2236.247,8.91,3.96
8915,Hong Kong,2022,HKG,7488863.0,,25.0,0.082,54.896,0.411,,,,0.188,,-1.646,-0.699,5577.059,41.766,,,,,,,,19.131,,36.233,16.618,-10.278,-25.009,29152.305,,-10.34,-25.082,,,29040.893,217.483,,99.618,-6.444,-3.11,45.145,,,6028.294,,,,,,20.679,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.785,0.073,0.834,19.008,0.142,111.412,0.393,0.382,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.01,-21.273,130.572,,,17435.541,,,,,,59.808,0.284,0.089,,-2.915,-0.009,11.896,,37.974,0.246,,0.13,4838.312,218.318,16.785,0.073,0.834,19.008,0.142,111.412,0.393,0.382,0.0,-0.0,0.136,6.975,0.052,18.185,0.144,0.062,0.0,-0.0,0.003,0.137,0.001,0.357,0.003,0.001
9038,Hungary,2022,HUN,9967304.0,,5.963,0.196,349.898,3.488,225.738,2.25,6.31,1.312,222.098,-13.379,-2.133,1385.822,13.813,290.951,2.9,-1.197,-0.108,891.243,8.883,8.132,5.198,47.81,35.66,15.575,-6.428,-18.256,26660.49,,-8.693,-19.225,1217.982,12.14,20260.748,201.945,34.044,75.995,-15.089,-16.311,91.793,890.913,8.88,9209.361,0.0,,,,24.902,34.543,7.92,-16.889,-0.095,0.459,19.062,0.19,46.087,0.533,0.173,2.28,0.97,63.788,2359.715,23.52,6399.742,65.956,24.005,12.15,25.413,-1.111,-0.591,39.559,1587.189,15.82,3968.923,44.363,14.887,-0.804,-0.78,96.34,36.118,0.36,9665.565,0.0,,,,1.01,36.254,6.584,2.26,0.01,-7.997,-0.567,226.741,1.003,660.609,6.338,0.028,2.478,3577.698,265.733,7.592,1.56,24.229,772.526,7.7,2430.819,21.593,9.118,22.478,2.188,12.121,465.522,4.64,1216.101,13.012,4.561,-8.958,-0.161,1.576,61.2,0.61,158.123,1.711,0.593
