,country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
9096,Iceland,2022,ISL,372903.0,,9.083,0.019,627.561,0.234,,,,,,,0.0,0.0,0.0,,,,,,,,,,20.108,66.661,6.434,3.739,165870.875,,0.0,,,,,,,,,,,,,,,,,,,,,2.693,0.837,36.958,38014.523,14.176,99108.984,70.496,,2.589,1.109,52.028,53916.359,20.106,139521.328,99.986,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,36.542,2.63,9.826,,,26349.566,,,,,,,14.821,5.924,,2.112,0.253,15886.462,,39744.688,29.461,,,53924.141,61.854,2.589,1.109,52.028,53916.359,20.106,139521.328,99.986,,,0.0,0.0,0.0,0.0,0.0,0.0,,-5.816,-0.001,0.015,15.374,0.006,40.082,0.029,
9219,India,2022,IND,1417173120.0,,14.897,4.693,25.542,36.198,28.747,40.74,2.193,0.358,633.398,4.133,221.5,3938.424,5581.429,973.84,1380.1,12.248,455.259,2944.155,4172.377,74.28,55.134,1855.66,1857.98,19.728,5.618,538.468,7143.406,,4.743,405.456,1009.7,1430.92,6318.812,8954.851,77.015,88.457,-6.286,-39.025,581.839,33.193,47.04,410.563,4.426,12.631,210.291,298.019,2.532,5.747,1176.84,9.101,36.513,456.052,123.429,174.92,321.804,9.415,4.505,13.291,133.01,1168.592,301.346,427.06,824.593,22.985,11.543,-2.32,-0.125,5.184,5.294,115.57,32.593,46.19,81.549,2.486,1.142,8.681,222.982,2791.583,2.667,3.78,1969.825,-2.758,-10.892,271.002,384.057,0.203,27.575,130.065,40.745,,10.838,12.719,28.751,,91.778,2.193,,1.285,1311.047,10123.443,14.266,127.717,1053.022,268.753,380.87,743.044,20.499,10.402,39.312,69.356,248.09,67.148,95.16,175.06,5.122,2.451,2.865,4.437,182.617,49.429,70.05,128.86,3.77,1.804
9342,Indonesia,2022,IDN,275501344.0,,12.307,10.59,350.763,96.636,74.845,20.62,6.182,3.559,619.026,59.39,453.281,4415.625,1216.511,745.223,205.31,10.038,353.562,14068.312,3875.839,61.555,44.808,334.51,333.54,12.829,25.986,559.973,9854.455,,27.31,522.961,973.244,268.13,8848.812,2437.859,80.389,89.795,-0.177,-0.657,370.15,205.843,56.71,1343.551,-2.651,-15.719,2095.092,577.201,17.002,13.634,206.47,10.519,6.538,71.162,99.092,27.3,258.299,8.185,2.621,13.805,37.012,277.056,237.422,65.41,1005.643,19.611,10.205,0.97,0.29,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.008,70.337,851.199,22.178,6.11,3089.636,-6.995,-27.474,1325.955,365.302,1.832,31.353,107.549,37.31,16.69,20.805,19.822,135.426,60.58,390.375,11.186,5.004,3.961,1210.666,2714.916,13.805,37.012,277.056,237.422,65.41,1005.643,19.611,10.205,55.607,0.277,0.781,1.597,0.44,2.836,0.132,0.029,-18.535,-0.215,0.928,1.307,0.36,3.369,0.108,0.034
9465,Iran,2022,IRN,88550568.0,,,,,,0.226,0.02,0.006,,487.864,8.0,1.566,238.722,21.139,8.47,0.75,0.0,,,,0.215,0.626,347.26,348.13,10.387,0.469,15.771,38133.086,,0.821,27.154,3750.512,332.11,37669.102,3335.62,95.398,98.783,-3.193,-75.513,2289.14,3390.041,300.19,25851.219,1.071,27.485,29293.842,2593.986,86.229,67.792,169.84,-49.916,-19.509,19.433,84.133,7.45,219.453,2.14,0.575,-20.654,-11.382,41.086,180.914,16.02,463.985,4.602,1.217,-0.87,-0.251,85.664,7.547,16.427,74.195,6.57,185.511,1.887,0.486,10.939,101.101,1025.341,352.002,31.17,11579.161,4.59,90.111,23186.455,2053.174,8.954,30.365,0.071,0.022,,0.0,0.0,0.252,,0.803,0.006,,0.002,3931.426,3376.707,-43.233,-18.929,24.659,106.719,9.45,278.474,2.715,0.73,18.321,0.289,1.905,8.244,0.73,21.516,0.21,0.056,10.251,0.291,3.25,14.116,1.25,36.702,0.359,0.096
9588,Iraq,2022,IRQ,44496124.0,,,,,,,,,,,,,,,,,,,,,,,,117.237,18.479,10.876,62.818,14392.053,,0.0,,,,,,,,11.994,20.205,188.671,,,4240.163,3.534,3.218,2119.016,94.288,,,,-1.584,-0.17,8.585,74.007,3.293,192.945,2.809,,-0.196,-0.055,9.686,83.496,3.715,217.686,3.169,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,10.684,42.668,442.034,,,9934.205,10.198,238.191,57844.074,2573.837,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,,2634.76,640.391,-0.196,-0.055,9.686,83.496,3.715,217.686,3.169,,12.137,0.116,1.101,9.49,0.422,24.74,0.36,,,0.0,0.0,0.0,0.0,0.0,0.0,
9711,Ireland,2022,IRL,5023108.0,,50.039,1.033,616.598,3.097,199.08,1.0,2.976,1.633,346.429,-13.961,-1.916,2350.33,11.806,491.727,2.47,,,,,7.351,6.224,33.82,33.6,20.052,5.686,10.205,37761.402,,3.445,5.045,4107.019,20.63,30159.404,151.494,61.399,79.868,2.032,1.036,52.0,3290.792,16.53,10352.098,,,,,49.196,27.414,11.64,-5.703,-0.119,1.842,139.356,0.7,366.747,2.083,0.971,19.345,5.16,38.186,2582.067,12.97,7601.997,38.601,20.132,0.22,0.651,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.246,5.925,87.688,324.5,1.63,17456.975,,,,,4.851,46.23,3.302,1.0,0.0,3.926,0.125,199.08,0.0,657.328,2.976,0.0,1.741,6689.085,189.68,19.345,5.16,38.186,2582.067,12.97,7601.997,38.601,20.132,45.782,0.11,0.353,17.917,0.09,70.353,0.268,0.186,16.102,4.011,29.591,2225.714,11.18,5890.969,33.274,15.601
9834,Israel,2022,ISR,9038313.0,,17.445,0.094,69.913,0.632,,,,0.208,,-1.214,-0.534,4805.841,43.437,,,,,,,,14.285,,76.477,26.162,4.84,14.038,33643.016,,3.438,9.452,,,31467.791,284.416,,93.534,-3.195,-3.726,112.869,,,12487.85,,,,,,37.119,,-1.331,-0.001,0.061,2.598,0.023,6.773,0.031,0.02,30.271,4.586,19.66,804.54,7.272,2175.225,9.508,6.466,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.986,13.712,128.11,,,14174.101,,,,,,42.131,0.383,0.12,,0.0,0.0,13.277,,42.382,0.157,,0.126,8461.397,304.076,30.271,4.586,19.66,804.54,7.272,2175.225,9.508,6.466,32.575,4.493,18.494,784.848,7.094,2046.204,9.276,6.082,0.0,-0.0,0.09,3.817,0.035,9.953,0.045,0.03
9957,Italy,2022,ITA,59037472.0,,-11.609,-1.605,206.942,12.217,311.328,18.38,6.455,0.716,372.634,30.055,19.591,1435.913,84.773,367.902,21.72,,,,,7.628,4.967,327.72,284.73,18.505,-3.068,-54.019,28910.201,,-1.215,-17.507,3078.214,181.73,24111.465,1423.48,63.825,83.401,-9.816,-71.044,652.692,2456.745,145.04,11055.562,-0.818,-0.26,534.932,31.581,50.939,38.241,106.1,-37.958,-45.35,73.416,521.194,30.77,1243.551,10.807,4.301,-11.789,-36.512,283.305,1744.655,103.0,4798.736,36.175,16.599,42.99,13.118,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.206,33.946,686.015,253.568,14.97,11619.991,-7.877,-4.434,878.403,51.859,5.258,40.193,72.053,24.22,5.84,7.181,5.104,410.248,98.92,1220.469,8.506,2.051,4.222,4822.869,1706.785,-11.789,-36.512,283.305,1744.655,103.0,4798.736,36.175,16.599,9.909,6.23,71.749,469.702,27.73,1215.307,9.739,4.204,-1.266,-0.89,53.87,343.511,20.28,912.466,7.123,3.156
10122,Japan,2022,JPN,123951696.0,,8.998,0.475,46.457,5.758,334.646,41.48,4.013,0.116,494.857,-0.288,-3.943,11016.588,1365.525,2811.418,348.48,3.325,0.151,37.906,4.699,33.717,27.552,1033.55,1033.55,23.014,-0.556,-27.691,39984.914,,-0.804,-34.083,6089.873,754.85,33936.066,4206.433,73.035,84.872,-3.005,-31.14,1004.983,2908.714,360.54,8107.861,0.0,,,,34.884,20.277,511.46,-5.908,-13.017,195.23,604.106,74.88,1575.05,7.245,3.939,0.696,6.392,749.764,2248.457,278.7,6048.843,26.965,15.128,0.0,0.0,-15.433,-24.199,129.528,417.663,51.77,1044.988,5.009,2.613,0.054,1.0,1835.925,369.741,45.83,14811.619,0.0,,,,4.434,37.043,130.974,41.481,,16.006,18.237,334.654,,1056.654,4.013,,2.643,8338.329,4956.198,5.158,30.591,620.236,1830.794,226.93,5003.856,21.956,12.514,10.816,25.174,266.965,826.128,102.4,2153.785,9.908,5.386,-0.93,-0.279,21.309,65.913,8.17,171.91,0.79,0.43
10202,Kazakhstan,2022,KAZ,19397998.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635.574,2.226,8.68,20552.039,398.668,3491.597,67.73,1.518,7.507,25885.283,502.123,60.055,45.976,112.22,112.78,13.348,6.429,52.383,44701.98,,6.433,50.294,5154.655,99.99,42896.316,832.103,88.659,95.961,0.45,0.972,217.139,1658.418,32.17,11193.862,-2.75,-7.341,13383.524,259.614,28.525,25.041,71.68,-0.022,-0.093,24.003,469.121,9.1,1237.372,8.069,2.768,6.733,2.089,35.026,659.346,12.79,1805.66,11.341,4.039,-0.56,-0.499,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.138,40.642,216.296,4.64,0.09,11150.415,-2.025,-20.222,50445.234,978.537,0.08,24.944,0.007,0.002,,-19.573,-0.002,0.106,,0.339,0.002,,0.001,5814.002,867.129,6.733,2.089,35.026,659.346,12.79,1805.66,11.341,4.039,4.058,0.157,4.42,72.688,1.41,227.836,1.25,0.51,44.88,2.027,6.598,117.538,2.28,340.114,2.022,0.761
10245,Kenya,2022,KEN,54027484.0,,,,,,3.332,0.18,1.456,,101.133,,,,,0.0,0.0,,,,,0.0,,12.5,12.36,,,,,,,,23.507,1.27,,,10.275,,,,,0.0,0.0,,,,,,0.0,,1.25,,,,61.82,3.34,,27.023,,,,,205.266,11.09,,89.725,,0.14,1.12,,,,0.0,0.0,,0.0,,,,,23.507,1.27,,,,,,10.275,,,5.77,5.59,,,106.797,103.466,,46.683,45.227,,228.772,,,,,205.266,11.09,,89.725,,,,,5.553,0.3,,2.427,,,,,31.095,1.68,,13.592,
10310,Kosovo,2022,,1659721.0,,,,,,0.0,0.0,0.0,,767.004,,,,,3880.17,6.44,,,,,93.198,,7.46,6.91,,,,,,,,3892.221,6.46,,,93.488,,,,,0.0,0.0,,,,,,0.0,,5.3,,,,180.753,0.3,,4.342,,,,,271.13,0.45,,6.512,,0.55,7.373,,,,0.0,0.0,,0.0,,,,,12.05,0.02,,,,,,0.289,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,4163.35,,,,,271.13,0.45,,6.512,,,,,12.05,0.02,,0.289,,,,,78.326,0.13,,1.881,
10433,Kuwait,2022,KWT,4268886.0,,,,,,0.0,0.0,0.0,,574.561,66.399,0.5,293.47,1.253,0.0,0.0,,,,,0.0,,73.43,73.43,16.577,6.4,26.674,103882.75,,6.409,26.676,17189.496,73.38,103752.008,442.905,99.932,,10.26,20.273,217.857,10243.89,43.73,51033.602,10.421,12.601,31276.859,133.517,59.553,,42.19,,,,0.0,0.0,,0.0,,,,,11.713,0.05,,0.068,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2.71,5.904,223.796,6945.606,29.65,52424.934,12.161,183.741,396980.625,1694.665,40.379,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,17201.209,443.464,,,,11.713,0.05,,0.068,,0.0,-0.002,0.546,4.685,0.02,127.836,0.027,,0.0,-0.0,0.012,7.028,0.03,2.903,0.041,
10528,Latin America and Caribbean (Ember),2022,,,,,,,,,78.95,4.506,,237.909,,,,,,72.66,,,,,4.147,,1752.1,1752.1,,,,,,,,,646.95,,,36.924,,,,,,414.62,,,,,,23.664,,416.84,,,,,782.38,,44.654,,,,,,1105.15,,63.076,,,,,,,,32.37,,1.847,,,,,,159.67,,,,,,9.113,,,88.59,9.64,,,,,,5.056,0.55,,,,,,,,1072.78,,61.228,,,,,,65.17,,3.72,,,,,,136.64,,7.799,
10566,Latvia,2022,LVA,1850654.0,,-25.221,-0.142,227.045,0.42,367.438,0.68,13.412,1.059,183.432,8.554,0.019,128.394,0.238,0.0,0.0,,,,,0.0,0.599,7.38,5.07,15.333,-6.436,-2.729,21435.611,,-8.279,-2.617,767.296,1.42,15667.594,28.995,28.008,73.091,-30.066,-3.484,8.104,767.296,1.42,4379.127,,,,,28.008,20.429,0.93,1.598,0.087,7.172,1496.768,2.77,3875.6,54.635,18.08,-2.478,-0.112,10.675,1972.276,3.65,5768.018,71.992,26.909,2.31,31.301,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.283,0.848,20.653,0.0,0.0,11160.071,,,,,0.0,52.063,2.557,0.68,0.0,-7.067,-0.194,367.438,0.0,1381.468,13.412,0.0,6.445,2739.572,39.67,-2.478,-0.112,10.675,1972.276,3.65,5768.018,71.992,26.909,0.0,-0.0,0.018,5.403,0.01,9.575,0.197,0.045,37.681,0.138,0.508,102.666,0.19,274.33,3.748,1.28
10815,Libya,2022,LBY,6812344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41,3.488,21758.996,148.23,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,-14.471,-100.388,87097.531,593.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10853,Lithuania,2022,LTU,2750058.0,,-10.081,-0.149,481.711,1.325,239.995,0.66,15.752,2.081,195.704,3.486,0.075,812.267,2.234,0.0,0.0,,,,,0.0,3.509,12.76,4.19,6.964,-9.241,-6.483,23151.053,,-9.29,-5.706,385.446,1.06,20259.76,55.716,25.298,87.511,-27.861,-6.208,16.074,221.814,0.61,5844.902,,,,,14.558,25.247,0.82,21.629,0.213,1.217,163.633,0.45,442.436,10.74,1.911,-7.176,-0.777,7.951,1138.158,3.13,2891.293,74.702,12.489,8.57,67.163,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.154,0.427,37.408,163.633,0.45,13602.591,,,,,10.74,58.756,0.929,0.66,0.0,-57.533,-1.259,239.995,0.0,337.918,15.752,0.0,1.46,1523.604,63.667,-7.176,-0.777,7.951,1138.158,3.13,2891.293,74.702,12.489,8.163,0.039,0.538,156.36,0.43,195.65,10.263,0.845,11.05,0.379,3.942,578.17,1.59,1433.578,37.947,6.192
10976,Low-income countries,2022,,717587377.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.227,-0.073,44.572,31.984,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,-1.697,-4.911,396.541,284.553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11099,Lower-middle-income countries,2022,,3447030624.0,,13.157,16.312,40.698,140.288,,,,0.611,,6.756,514.616,2359.007,8131.568,496.579,1711.723,10.158,809.643,2547.231,8780.383,46.37,35.431,,3691.433,17.127,4.104,904.832,6657.952,,3.692,731.92,686.95,2367.939,5963.754,20557.244,64.147,89.573,-5.043,-305.577,5754.108,173.379,597.644,1669.294,-2.434,-176.194,2049.266,7063.881,16.19,25.072,,7.786,69.874,1015.077,112.951,389.346,294.479,10.547,4.423,8.311,172.91,2392.92,248.409,856.275,694.197,23.196,10.427,,,-8.198,-31.998,343.025,39.777,137.111,99.513,3.714,1.495,8.504,522.881,6671.568,16.992,58.571,1935.454,0.173,9.803,1650.231,5688.396,1.587,29.07,275.956,92.556,,13.922,34.714,26.851,,80.056,2.507,,1.202,1070.902,22950.164,11.511,204.908,2049.895,208.633,719.164,594.684,19.482,8.932,23.85,68.901,363.374,40.434,139.377,105.417,3.776,1.583,6.681,15.108,255.201,28.397,97.886,74.035,2.652,1.112
11157,Luxembourg,2022,LUX,647601.0,,-6.18,-0.098,2293.701,1.485,633.106,0.41,33.333,3.802,162.602,5.098,0.025,794.276,0.514,0.0,0.0,,,,,0.0,1.316,6.74,1.23,3.292,-9.711,-4.202,60334.328,,-10.404,-4.045,277.949,0.18,53787.578,34.833,14.634,89.149,-21.405,-1.667,6.122,169.858,0.11,9453.912,,,,,8.943,15.669,0.2,-35.292,-0.099,0.18,123.533,0.08,278.25,6.504,0.461,-4.324,-0.158,4.24,1621.369,1.05,6546.746,85.366,10.851,5.51,81.751,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.851,-2.402,28.196,108.091,0.07,43539.391,,,,,5.691,72.164,1.137,0.41,0.0,-8.357,-0.104,633.106,0.0,1755.519,33.333,0.0,2.91,1899.318,39.073,-4.324,-0.158,4.24,1621.369,1.05,6546.746,85.366,10.851,20.19,0.093,0.565,386.04,0.25,871.864,20.325,1.445,6.483,0.05,0.873,478.69,0.31,1347.412,25.203,2.233
11322,Madagascar,2022,MDG,29611718.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11487,Malaysia,2022,MYS,33938216.0,,9.648,1.229,411.542,13.967,33.885,1.15,0.635,1.04,543.873,-0.724,-1.901,7677.032,260.545,2250.855,76.39,0.0,,,,42.183,19.393,179.44,181.09,14.119,5.593,71.159,39586.996,,5.605,65.497,4316.667,146.5,36360.508,1234.011,80.899,91.85,-0.134,-0.665,493.819,2013.954,68.35,14550.536,5.663,44.188,24293.451,824.476,37.744,36.756,98.49,5.234,3.921,84.758,905.174,30.72,2497.434,16.964,6.309,6.451,5.662,109.501,1019.205,34.59,3226.491,19.101,8.15,-1.65,-0.92,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.537,68.063,479.647,51.859,1.76,14132.938,-1.98,-5.996,8747.669,296.88,0.972,35.701,3.682,1.153,,0.0,0.0,33.986,,108.489,0.637,,0.274,5335.873,1343.512,6.451,5.662,109.501,1019.205,34.59,3226.491,19.101,8.15,8.175,0.512,7.094,80.146,2.72,209.026,1.502,0.528,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11614,Malta,2022,MLT,533293.0,,,,,,18.751,0.01,0.429,,433.476,,,,,0.0,0.0,,,,,0.0,,2.97,2.33,,,,,,,,3731.532,1.99,,,85.408,,,,,3637.775,1.94,,,,,,83.262,,1.01,,,,0.0,0.0,,0.0,,,,,637.548,0.34,,14.592,,0.64,21.549,,,,0.0,0.0,,0.0,,,,,93.757,0.05,,,,,,2.146,,,0.01,0.0,,,18.751,0.0,,0.429,0.0,,4369.08,,,,,637.548,0.34,,14.592,,,,,618.797,0.33,,14.163,,,,,0.0,0.0,,0.0,
11863,Mexico,2022,MEX,127504120.0,,7.245,0.184,21.353,2.723,49.018,6.25,1.788,0.112,423.805,26.6,14.663,547.351,69.79,170.191,21.7,0.062,0.024,299.875,38.235,6.209,2.879,351.92,349.5,15.381,9.214,204.483,19009.186,,10.558,208.141,2035.228,259.5,17093.922,2179.545,74.249,89.925,-0.767,-7.47,965.857,1477.913,188.44,7575.104,5.169,19.832,3164.708,403.513,53.917,39.85,148.12,2.431,1.877,93.121,276.854,35.3,730.338,10.1,3.842,-1.138,-3.658,244.204,705.86,90.0,1915.264,25.751,10.075,2.42,0.688,-9.003,-2.795,27.144,81.252,10.36,212.884,2.964,1.12,21.31,200.947,1143.899,387.125,49.36,8971.466,1.237,13.881,8909.648,1136.017,14.123,47.195,17.999,10.72,4.47,10.359,1.848,84.076,35.058,141.164,3.067,1.279,0.743,2741.088,2423.75,-0.031,-0.863,217.061,624.607,79.64,1702.381,22.787,8.956,-4.562,-2.595,50.249,105.016,13.39,394.095,3.831,2.073,-3.596,-2.177,52.969,158.662,20.23,415.432,5.788,2.185
11963,Middle Africa (EI),2022,,,,,,,,,,,,,8.634,0.199,,2.5,,,,,,,,0.965,,45.406,26.219,-4.707,-12.791,,,-7.757,-14.562,,,,173.177,,66.872,-10.554,-6.274,53.177,,,,,,,,,20.534,,1.282,0.763,84.408,,32.376,,71.303,32.594,2.482,1.771,85.789,,,,,33.128,,,,,,,,,,,-6.736,-8.487,117.5,,,,,,,,,45.373,0.167,0.052,,0.0,0.0,,,,0.115,,0.064,,258.966,2.482,1.771,85.789,,32.894,,72.444,33.128,552.519,1.008,1.191,,0.457,,1.006,0.46,0.0,-0.0,0.023,,0.009,,0.02,0.009
12021,Middle East (EI),2022,,,,17.445,0.094,,0.632,,,,0.006,,3.927,3.885,,102.829,,18.526,25.757,2.67,,13.038,1.357,0.946,,1365.114,12.68,4.292,447.308,,,4.125,423.847,,1298.855,,10699.223,95.146,98.434,-0.265,-14.91,5605.597,,983.02,,2.136,150.873,,7213.166,72.01,51.572,,-37.642,-19.684,32.295,,12.387,,0.907,0.297,17.162,23.461,170.189,,66.044,,4.838,1.566,,,89.359,31.359,66.725,,26.671,,1.954,0.614,9.545,434.871,4990.797,,297.309,,9.548,1461.293,,16765.377,21.779,45.916,0.981,0.307,,2.303,0.022,,,,0.023,,0.009,,10869.412,-6.584,-7.898,103.464,,39.374,,2.884,0.952,23.196,11.446,61.764,,23.69,,1.735,0.568,3.345,0.225,7.793,,2.989,,0.219,0.072
12233,Moldova,2022,MDA,3272993.0,,,,,,6.111,0.02,0.357,,666.667,,,,,1096.855,3.59,,,,,63.993,,9.79,5.61,,,,,,,,1591.815,5.21,,,92.87,,,,,494.96,1.62,,,,,,28.877,,3.74,,,,88.604,0.29,,5.169,,,,,122.212,0.4,,7.13,,4.18,42.697,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,,0.02,0.0,,,6.111,0.0,,0.357,0.0,,1714.028,,,,,122.212,0.4,,7.13,,,,,3.055,0.01,,0.178,,,,,24.442,0.08,,1.426,
12356,Mongolia,2022,MNG,3398373.0,,,,,,0.0,0.0,0.0,,749.656,,,,,1950.934,6.63,21.729,37.16,61256.816,208.174,91.197,,8.9,7.27,,,,,,,,1950.934,6.63,,,91.197,,,,,0.0,0.0,,,,,,0.0,,5.45,,,,23.541,0.08,,1.1,,,,,188.325,0.64,,8.803,,1.63,18.315,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,,,,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,2139.259,,,,,188.325,0.64,,8.803,,,,,41.196,0.14,,1.926,,,,,123.589,0.42,,5.777,
12379,Montenegro,2022,MNE,627082.0,,,,,,0.0,0.0,0.0,,392.749,,,,,2471.766,1.55,,,,,46.828,,3.45,3.31,,,,,,,,2471.766,1.55,,,46.828,,,,,0.0,0.0,,,,,,0.0,,1.3,,,,2312.297,1.45,,43.807,,,,,2806.65,1.76,,53.172,,0.14,4.058,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,5278.417,,,,,2806.65,1.76,,53.172,,,,,0.0,0.0,,0.0,,,,,494.353,0.31,,9.366,
12544,Morocco,2022,MAR,37457976.0,,,,,,,,,,,-9.075,-7.752,2073.421,77.666,,,,,,,,30.246,,41.156,16.779,-4.299,-11.534,6855.11,,-3.999,-9.918,,,6357.192,238.128,,92.737,-71.807,-5.672,2.227,,,59.452,,,,,,0.867,,-57.203,-1.228,0.913,9.349,0.35,24.375,0.851,0.356,-7.635,-1.616,18.651,190.983,7.154,497.918,17.382,7.263,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.266,3.505,158.234,,,4224.319,,,,,,61.623,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,1098.723,256.779,-7.635,-1.616,18.651,190.983,7.154,497.918,17.382,7.263,-20.462,-0.988,3.774,38.65,1.448,100.766,3.518,1.47,4.88,0.601,13.963,142.984,5.356,372.778,13.014,5.438
12667,Mozambique,2022,MOZ,32969520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12790,Myanmar,2022,MMR,54179312.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.743,-2.993,3114.536,168.743,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13109,Netherlands,2022,NLD,17564020.0,,4.452,0.414,553.318,9.718,555.112,9.75,8.041,0.988,354.309,-0.812,-0.528,3672.28,64.5,829.537,14.57,,,,,12.016,6.558,116.98,121.25,13.557,-3.12,-31.673,56000.762,,-5.928,-52.416,3894.325,68.4,47356.742,831.775,56.412,84.564,-22.196,-77.444,271.472,2720.903,47.79,15456.154,-16.472,-29.722,8581.305,150.722,39.414,27.6,42.96,-43.182,-0.1,0.131,3.416,0.06,7.434,0.049,0.013,16.148,20.743,151.824,3008.992,52.85,8644.015,43.588,15.436,-4.27,-3.65,8.624,0.791,10.403,235.709,4.14,592.269,3.414,1.058,5.435,25.556,495.803,343.885,6.04,28228.312,0.0,,,,4.981,50.407,30.343,9.87,0.12,-12.658,-4.398,561.944,6.832,1727.585,8.14,0.099,3.085,6903.317,983.599,16.727,19.952,141.421,2773.283,48.71,8051.746,40.173,14.378,53.762,16.003,46.083,984.399,17.29,2623.714,14.26,4.685,17.478,8.033,55.146,1223.524,21.49,3139.695,17.724,5.607
